epoch,accuracy,loss,val_accuracy,val_loss
0,0.7857760787010193,0.4569816589355469,0.8925831317901611,0.26101213693618774
1,0.9133796691894531,0.21084341406822205,0.9465188980102539,0.14362291991710663
2,0.9582036137580872,0.10725919902324677,0.9536231756210327,0.13637295365333557
3,0.9741886258125305,0.06970278918743134,0.9666382670402527,0.10258868336677551
4,0.9807279706001282,0.05392320826649666,0.9674907922744751,0.1015835702419281
5,0.9849318265914917,0.04420463740825653,0.9685705900192261,0.1130295991897583
6,0.9865580201148987,0.039491258561611176,0.9635692238807678,0.12061943858861923
7,0.9879420399665833,0.03520448878407478,0.9695367813110352,0.11678142100572586
